UID,State,Date Collected,Waterbody,Region,Province,SITESAMP,Ammonia (mg N/L),Chlorophyll A (ug/L),Dissolved Inorganic Nitrogen (mg N/L),Dissolved Inorganic Phosphate (mg P/L),Dissolved Silica (mg/L),Nitrate (mg N/L),Nitrate/Nitrite (mg N/L),Nitrite (mg N/L),Nitrogen Particulate (mg N/L),Phosphorus Particulate (mg P/L),Total Dissolved Nitrogen (mg N/L),Total Dissolved Phosphorus (mg P/L),Total Kjeldahl Nitrogen (mg N/L),Total Nitrogen (mg N/L),Total Phosphorus (mg P/L)
1739,IL,2010-07-06,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.008,0.45,0.29,0.004,,,0.282,,,,,,,0.4225,0.00384375
1740,IL,2010-07-07,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.01,0.3,0.271,0.004,,,0.261,,,,,,,0.42375,0.003825
1741,IL,2010-07-08,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.012,0.33,0.229,0.004,,,0.217,,,,,,,0.38125,0.00408625
1742,NY,2010-08-16,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.012,8.94,0.395,0.023,,,0.383,,,,,,,0.7775,0.04063875
1743,NY,2010-08-17,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.019,4.35,0.025,0.006,,,0.006,,,,,,,0.345,0.02701375
1752,RI,2010-08-10,Sakonnet River,Northeast,Virginian Province,Y,0.008,2.78,0.028,0.028,,,0.02,,,,,,,0.29,0.06163375
1753,TX,2010-09-14,Corpus Christi Bay,Gulf,Louisianian Province,Y,0.009,6.27,0.019,0.024,,,0.01,,,,,,,0.5275,0.04807
1755,MI,2010-09-24,Lake Superior,Great Lakes,Great Lakes Province,Y,0.006,1.46,0.375,0.006,,,0.369,,,,,,,0.3675,0.00307
1756,WI,2010-08-19,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,0.45,0.336,0.0,,,0.336,,,,,,0.0,0.336,0.0022
1757,WI,2010-09-08,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,1.05,0.355,0.0,,,0.355,,,,,,0.15,0.505,0.0108
1758,WI,2010-08-17,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,0.83,0.346,0.0,,,0.346,,,,,,0.24,0.586,0.0056
1761,NY,2010-08-07,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.014,4.17,0.224,0.002,,,0.21,,,,,,,0.445,0.006838
1762,NY,2010-08-14,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.004,3.08,0.186,0.003,,,0.182,,,,,,,0.41625,0.00636375
1763,NY,2010-08-11,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.011,2.52,0.232,0.002,,,0.221,,,,,,,0.51,0.00644
1764,NY,2010-08-07,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.008,2.92,0.237,0.002,,,0.229,,,,,,,0.47125,0.006513
1765,NY,2010-08-15,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.007,3.18,0.192,0.003,,,0.185,,,,,,,0.41625,0.00560125
1766,NY,2010-08-08,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.004,4.27,0.206,0.002,,,0.202,,,,,,,0.445,0.0092925
1767,NY,2010-08-13,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.01,3.91,0.173,0.002,,,0.163,,,,,,,0.4025,0.0070225
1768,NY,2010-08-12,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.012,2.55,0.179,0.001,,,0.167,,,,,,,0.445,0.00748875
1769,NY,2010-08-10,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.008,5.08,0.178,0.003,,,0.17,,,,,,,0.53375,0.01291125
1770,NY,2010-08-04,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.021,0.63,0.161,0.003,,,0.14,,,,,,,0.3475,0.007561
1772,NY,2010-08-05,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.012,2.48,0.195,0.002,,,0.183,,,,,,,0.4025,0.007934
1773,NY,2010-08-09,Lake Ontario,Great Lakes,Great Lakes Province,Y,0.014,2.05,0.225,0.01,,,0.211,,,,,,,0.48625,0.0044525
1774,WI,2010-07-26,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.0,5.34,0.0,0.0,,,0.0,,,,,,0.56,0.56,0.0239
1775,AL,2010-07-13,Mobile Bay,Gulf,Louisianian Province,Y,0.004,6.9,0.008,0.014,,,0.004,,,,,,,0.375,0.0511925
1777,AL,2010-07-12,Mobile Bay,Gulf,Louisianian Province,Y,0.005,9.38,0.016,0.02,,,0.011,,,,,,,0.35625,0.046455
1779,AL,2010-07-14,Pelican Bay,Gulf,Louisianian Province,Y,0.003,3.23,0.013,0.005,,,0.01,,,,,,,0.1825,0.01572875
1780,AL,2010-07-19,Mobile Bay,Gulf,Louisianian Province,Y,0.003,9.19,0.011,0.02,,,0.008,,,,,,,0.365,0.05559375
1781,AL,2010-07-13,Mobile Bay,Gulf,Louisianian Province,Y,0.005,12.41,0.005,0.022,,,0.0,,,,,,,0.46625,0.08547375
1782,AL,2010-07-09,Mobile Bay,Gulf,Louisianian Province,Y,0.003,3.16,0.016,0.015,,,0.013,,,,,,,0.31,0.0313575
1783,AL,2010-07-12,Mobile Bay,Gulf,Louisianian Province,Y,0.006,34.98,0.017,0.026,,,0.011,,,,,,,0.57625,0.08896875
1784,AL,2010-07-08,Mobile Bay,Gulf,Louisianian Province,Y,0.003,9.83,0.017,0.013,,,0.014,,,,,,,0.4075,0.04818875
1785,AL,2010-07-14,Pelican Bay,Gulf,Louisianian Province,Y,0.003,6.09,0.011,0.005,,,0.008,,,,,,,0.22625,0.02063
1786,AL,2010-07-20,Mobile Bay,Gulf,Louisianian Province,Y,0.003,10.02,0.013,0.022,,,0.01,,,,,,,0.4475,0.0535275
1787,AL,2010-07-09,Mobile Bay,Gulf,Louisianian Province,Y,0.004,4.47,0.016,0.016,,,0.012,,,,,,,0.34,0.038075
1788,AL,2010-07-07,Mobile Bay,Gulf,Louisianian Province,Y,0.004,6.63,0.014,0.01,,,0.01,,,,,,,0.31125,0.033725
1792,TX,2010-10-04,Mesquite Bay,Gulf,Louisianian Province,Y,0.018,8.88,0.033,0.114,,,0.015,,,,,,,0.54125,0.13357375
1793,AL,2010-07-01,Portersville Bay,Gulf,Louisianian Province,Y,0.0,18.36,0.0,0.016,,,0.0,,,,,,,0.633625,0.08006675
1794,VA,2010-06-30,Chickahominy River,Northeast,Virginian Province,Y,0.007,11.7,0.007,0.011,4.4,0.0,0.0,0.0,0.184,0.0133,0.301,0.016,,0.485,0.0293
1796,VA,2010-08-25,Pocomoke River,Northeast,Virginian Province,Y,0.012,14.8,0.017,0.05,2.9,0.003,0.005,0.002,0.378,0.0251,0.565,0.069,,0.943,0.0941
1797,VA,2010-07-21,Milford Haven,Northeast,Virginian Province,Y,0.017,13.8,0.017,0.008,1.6,0.003,0.003,0.0,0.236,0.0351,0.188,0.01,,0.424,0.0451
1798,VA,2010-09-09,Rappahannock River,Northeast,Virginian Province,Y,0.026,6.75,0.093,0.012,2.7,0.0051,0.067,0.062,0.184,0.0372,0.454,0.022,,0.638,0.0592
1799,VA,2010-07-22,Pocomoke Sound,Northeast,Virginian Province,Y,0.013,7.16,0.013,0.006,1.0,0.003,0.003,0.0,0.234,0.0417,0.208,0.008,,0.442,0.0497
1800,VA,2010-07-21,York River,Northeast,Virginian Province,Y,0.068,8.74,0.073,0.007,1.7,0.005,0.005,0.0,0.201,0.0715,0.26,0.012,,0.461,0.0835
1801,VA,2010-08-25,Upper James River,Northeast,Virginian Province,Y,0.025,7.69,0.254,0.032,2.8,0.145,0.229,0.084,0.123,0.0869,0.532,0.04,,0.655,0.1269
1802,NY,2010-08-11,Long Island Sound,Northeast,Virginian Province,Y,0.0,6.1,0.004,0.041,,0.0,0.004,0.005,,,,,,0.281,0.073
1803,NY,2010-08-11,Long Island Sound,Northeast,Virginian Province,Y,0.0,2.7,0.003,0.048,,0.0,0.003,0.005,,,,,,0.207,0.056
1804,FL,2010-08-19,Biscayne Bay,Southeast,West Indian Province,Y,0.023,0.42,0.044,0.005,,,0.021,,,,,,,0.315,0.00904875
1805,FL,2010-08-20,Biscayne Bay,Southeast,West Indian Province,Y,0.012,1.93,0.029,0.007,,,0.017,,,,,,,0.4025,0.0125375
1806,FL,2010-08-19,Biscayne Bay,Southeast,West Indian Province,Y,0.015,0.28,0.034,0.005,,,0.019,,,,,,,0.44,0.009005
1807,FL,2010-08-20,Biscayne Bay,Southeast,West Indian Province,Y,0.011,0.18,0.029,0.006,,,0.018,,,,,,,0.225,0.0105525
1808,FL,2010-08-19,Biscayne Bay,Southeast,West Indian Province,Y,0.028,0.41,0.046,0.006,,,0.018,,,,,,,0.63125,0.01585625
1831,OR,2010-08-23,Youngs Bay,West,Columbian Province,Y,0.022,4.6,0.172,0.042,,,0.15,,,,,,,0.41,0.052825
1832,OR,2010-08-25,Columbia River,West,Columbian Province,Y,0.01,2.91,0.164,0.038,,,0.154,,,,,,,0.32,0.0390375
1833,AL,2010-07-19,Mobile Bay,Gulf,Louisianian Province,Y,0.024,12.05,0.04,0.015,,,0.016,,,,,,,0.44625,0.051145
1834,AL,2010-07-22,Mobile Bay,Gulf,Louisianian Province,Y,0.002,6.61,0.063,0.015,,,0.061,,,,,,,0.41,0.04442
1835,FL,2010-08-13,Chassahowitzka Bay,Gulf,Louisianian Province,Y,0.013,2.27,0.022,0.03,,,0.009,,,,,,,0.61625,0.02237625
1836,VA,2010-08-05,Upper James River,Northeast,Virginian Province,Y,0.085,54.9,0.346,0.011,2.3,0.237,0.261,0.024,0.614,0.0944,0.697,0.021,,1.311,0.1154
1847,RI,2010-07-26,Greenwich Bay,Northeast,Virginian Province,Y,0.0,19.05,0.024,0.057,,,0.024,,,,,,,0.5925,0.137285
1848,RI,2010-08-02,Narragansett Bay,Northeast,Virginian Province,Y,0.005,6.13,0.023,0.025,,,0.018,,,,,,,0.364375,0.06356625
1855,AL,2010-07-15,Dog River,Gulf,Louisianian Province,Y,0.002,13.72,0.009,0.01,,,0.007,,,,,,,0.54875,0.05627
1856,VA,2010-07-15,York River,Northeast,Virginian Province,Y,0.006,7.92,0.006,0.01,1.8,0.003,0.003,0.0,0.239,0.0514,0.228,0.015,,0.467,0.0664
1861,ME,2010-08-19,Casco Bay,Northeast,Acadian Province,Y,0.003,1.05968,0.019,0.014,,,0.016,,,,,,,0.27375,0.028275
1863,ME,2010-08-24,Friar Roads,Northeast,Acadian Province,Y,0.011,1.88,0.068,0.03,,,0.057,,,,,,,0.23,0.0324625
1864,ME,2010-08-11,Machias Bay,Northeast,Acadian Province,Y,0.013,1.3,0.075,0.024,,,0.062,,,,,,,0.27,0.02746625
1865,ME,2010-08-23,Frenchman Bay,Northeast,Acadian Province,Y,0.023,3.38,0.046,0.038,,,0.023,,,,,,,0.255,0.05312
1869,OR,2010-09-09,Yaquina Bay,West,Columbian Province,Y,0.037,6.01,0.133,0.045,,,0.096,,,,,,,0.4225,0.07031875
1870,OR,2010-08-03,Umpqua River,West,Columbian Province,Y,0.012,4.1,0.096,0.03,,,0.084,,,,,,,0.305,0.042426875
1871,OR,2010-08-11,Tillamook Bay,West,Columbian Province,Y,0.028,8.32,0.111,0.03,,,0.083,,,,,,,0.3925,0.04989375
1872,OR,2010-06-24,Coos Bay,West,Columbian Province,Y,0.016,3.97,0.178,0.037,,,0.162,,,,,,,0.319375,0.038235625
1874,OR,2010-08-05,South Slough,West,Columbian Province,Y,0.068,2.7208,0.101,0.055,,,0.033,,,,,,,0.41375,0.089601875
1875,OR,2010-08-04,Umpqua River,West,Columbian Province,Y,0.022,56.42,0.049,0.021,,,0.027,,,,,,,0.8475,0.136484375
1876,OR,2010-09-14,Tillamook Bay,West,Columbian Province,Y,0.03,4.01,0.098,0.035,,,0.068,,,,,,,0.36,0.04186125
1877,OR,2010-08-10,Tillamook Bay,West,Columbian Province,Y,0.014,2.08,0.042,0.033,,,0.028,,,,,,,0.285,0.04442875
1878,OR,2010-09-08,Nestucca Bay,West,Columbian Province,Y,0.008,17.61,0.021,0.009,,,0.013,,,,,,,0.40125,0.05588875
1879,TX,2010-10-05,Baffin Bay,Gulf,Louisianian Province,Y,0.012,31.5,0.012,0.058,,,0.0,,,,,,,1.203,0.16291875
1893,WI,2010-09-08,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,2.54,0.336,0.004,,,0.334,,,,,,,0.48125,0.00723125
1894,MI,2010-09-25,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,1.38,0.363,0.006,,,0.361,,,,,,,0.37625,0.00301125
1895,MI,2010-08-25,Lake Huron,Great Lakes,Great Lakes Province,Y,0.007,1.4,0.214,0.002,,,0.207,,,,,,,0.4,0.003315
1896,MI,2010-08-24,Lake Huron,Great Lakes,Great Lakes Province,Y,0.005,1.03,0.192,0.002,,,0.187,,,,,,,0.38375,0.00397375
1897,MI,2010-09-25,Lake Superior,Great Lakes,Great Lakes Province,Y,0.006,1.39,0.366,0.005,,,0.36,,,,,,,0.37125,0.00371
1898,MI,2010-09-14,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.002,1.56,0.028,0.004,,,0.026,,,,,,,0.3625,0.00397625
1899,MI,2010-08-11,Lake Huron,Great Lakes,Great Lakes Province,Y,0.006,12.89,0.013,0.007,,,0.007,,,,,,,0.7,0.01958125
1900,MI,2010-09-26,Lake Superior,Great Lakes,Great Lakes Province,Y,0.004,0.82,0.364,0.005,,,0.36,,,,,,,0.37375,0.002335
1901,MI,2010-09-21,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,1.27,0.342,0.004,,,0.341,,,,,,,0.39,0.00442
1902,MI,2010-08-12,Lake Huron,Great Lakes,Great Lakes Province,Y,0.019,4.29,0.026,0.003,,,0.007,,,,,,,0.91,0.0273425
1903,MI,2010-09-21,Lake Superior,Great Lakes,Great Lakes Province,Y,0.0,1.51,0.326,0.004,,,0.326,,,,,,,0.36625,0.00329625
1904,WI,2010-08-24,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.014,1.4,0.147,0.001,,,0.133,,,,,,,0.375,0.00633
1905,WI,2010-08-26,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,3.26,0.022,0.004,,,0.019,,,,,,,0.3725,0.01342
1906,MI,2010-09-22,Lake Superior,Great Lakes,Great Lakes Province,Y,0.005,1.09,0.359,0.005,,,0.354,,,,,,,0.375,0.0
1907,MI,2010-09-26,Lake Superior,Great Lakes,Great Lakes Province,Y,0.004,1.42,0.361,0.006,,,0.357,,,,,,,0.3725,0.0038675
1908,MI,2010-08-10,Lake Huron,Great Lakes,Great Lakes Province,Y,0.001,11.48,0.01,0.01,,,0.009,,,,,,,0.71,0.01925375
1909,MI,2010-09-27,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,1.01,0.355,0.006,,,0.354,,,,,,,0.36375,0.002355
1910,WI,2010-08-29,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,41.24,0.005,0.008,,,0.002,,,,,,,1.38,0.0980475
1911,MI,2010-09-27,Lake Superior,Great Lakes,Great Lakes Province,Y,0.006,1.38,0.365,0.005,,,0.359,,,,,,,0.37375,0.003175
1912,WI,2010-08-30,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,49.64,0.003,0.014,,,0.0,,,,,,,1.345,0.1736125
1913,MI,2010-08-18,Lake Huron,Great Lakes,Great Lakes Province,Y,0.004,13.0,0.004,0.002,,,0.0,,,,,,,0.76125,0.0355875
1914,MI,2010-09-23,Lake Superior,Great Lakes,Great Lakes Province,Y,0.008,1.18,0.372,0.006,,,0.364,,,,,,,0.39,0.00345
1915,WI,2010-09-14,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,0.98,0.367,0.005,,,0.365,,,,,,,0.50125,0.0
1916,WI,2010-08-28,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.005,3.42,0.057,0.003,,,0.052,,,,,,,0.36625,0.00976875
1917,MI,2010-09-23,Lake Superior,Great Lakes,Great Lakes Province,Y,0.004,1.55,0.348,0.007,,,0.344,,,,,,,0.375,0.00371125
1918,WI,2010-08-23,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.011,1.41,0.124,0.002,,,0.113,,,,,,,0.37625,0.00887
1919,MI,2010-09-22,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,0.99,0.348,0.004,,,0.346,,,,,,,0.38375,0.0031675
1920,MI,2010-09-15,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.002,2.182368,0.036,0.003,,,0.034,,,,,,,0.27375,0.00614375
1921,MI,2010-08-17,Lake Huron,Great Lakes,Great Lakes Province,Y,0.002,12.6,0.002,0.002,,,0.0,,,,,,,1.03875,0.0367825
1922,WI,2010-08-25,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.089,5.0478,0.194,0.002,,,0.105,,,,,,,0.613,0.01725625
1923,MI,2010-08-16,Lake Huron,Great Lakes,Great Lakes Province,Y,0.012,2.75,0.116,0.017,,,0.104,,,,,,,0.5,0.040635
1924,MI,2010-09-24,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,1.4,0.364,0.005,,,0.362,,,,,,,0.38,0.00295875
1925,MI,2010-08-19,Lake Huron,Great Lakes,Great Lakes Province,Y,0.024,8.49,0.031,0.003,,,0.007,,,,,,,0.755,0.02210875
1926,WI,2010-08-27,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,3.03,0.008,0.001,,,0.005,,,,,,,0.3125,0.0075875
1927,MI,2010-09-28,Lake Superior,Great Lakes,Great Lakes Province,Y,0.003,2.13,0.32,0.007,,,0.317,,,,,,,0.455,0.0161625
2148,WI,2010-09-19,Lake Superior,Great Lakes,Great Lakes Province,Y,0.005,0.36,0.382,0.005,,,0.377,,,,,,,0.385,0.00360625
2149,WI,2010-08-21,Lake Superior,Great Lakes,Great Lakes Province,Y,0.063,2.15,0.361,0.019,,,0.298,,,,,,,0.92625,0.0524575
2150,WI,2010-08-22,Lake Superior,Great Lakes,Great Lakes Province,Y,0.046,3.28,0.214,0.024,,,0.168,,,,,,,1.06125,0.06306625
2151,WI,2010-09-18,Lake Superior,Great Lakes,Great Lakes Province,Y,0.005,0.52,0.38,0.004,,,0.375,,,,,,,0.41,0.00394
2152,WI,2010-09-17,Lake Superior,Great Lakes,Great Lakes Province,Y,0.006,0.55,0.383,0.004,,,0.377,,,,,,,0.41,0.00402125
2153,MN,2010-08-23,Lake Superior,Great Lakes,Great Lakes Province,Y,0.074,1.55,0.228,0.023,,,0.154,,,,,,,1.085,0.06370375
2154,WI,2010-09-16,Lake Superior,Great Lakes,Great Lakes Province,Y,0.003,0.91,0.371,0.004,,,0.368,,,,,,,0.41375,0.00395875
2316,SC,2010-08-03,MINIM CREEK,Southeast,Carolinian Province,Y,0.008,30.36,0.015,0.013,,,0.007,,,,,,,0.765,0.072210625
2320,SC,2010-08-18,St. Helena Sound,Southeast,Carolinian Province,Y,0.098,,0.144,0.072,,,0.046,,,,,,,0.6375,0.115305
2321,SC,2010-08-17,Broad River,Southeast,Carolinian Province,Y,0.1,,0.12,0.083,,,0.02,,,,,,,0.66375,0.1490675
2322,SC,2010-08-11,Savanna River,Southeast,Carolinian Province,Y,0.032,7.5,0.193,0.058,,,0.161,,,,,,,0.96,0.0952675
2323,SC,2010-08-10,Broad River,Southeast,Carolinian Province,Y,0.012,8.13,0.03,0.026,,,0.018,,,,,,,0.38625,0.06495875
2324,SC,2010-08-10,Broad River,Southeast,Carolinian Province,Y,0.034,11.66,0.053,0.055,,,0.019,,,,,,,0.5725,0.102951
2325,SC,2010-08-04,Charleston Harbor,Southeast,Carolinian Province,Y,0.009,8.96,0.027,0.023,,,0.018,,,,,,,0.424375,0.067285
2326,SC,2010-08-04,Sewee Bay,Southeast,Carolinian Province,Y,0.023,12.03,0.043,0.036,,,0.02,,,,,,,0.460625,0.0758
2327,SC,2010-08-03,WINYAH BAY,Southeast,Carolinian Province,Y,0.063,17.47,0.301,0.033,,,0.238,,,,,,,0.865,0.073774375
2328,SC,2010-07-21,St. Helena Sound,Southeast,Carolinian Province,Y,0.0,7.56,0.027,0.038,,,0.027,,,,,,,0.47625,0.06908625
2329,SC,2010-07-20,South Edisto River,Southeast,Carolinian Province,Y,0.003,11.91,0.027,0.037,,,0.024,,,,,,,0.54,0.0690975
2330,SC,2010-07-20,South Edisto River,Southeast,Carolinian Province,Y,0.004,14.89,0.031,0.062,,,0.027,,,,,,,0.765,0.15603625
2331,SC,2010-07-14,Charleston Harbor,Southeast,Carolinian Province,Y,0.017,12.14,0.112,0.085,,,0.095,,,,,,,0.57,0.1448675
2332,SC,2010-07-14,Stono River,Southeast,Carolinian Province,Y,0.041,6.57,0.08,0.033,,,0.039,,,,,,,0.4225,0.05718
2333,SC,2010-07-27,St. Helena Sound,Southeast,Carolinian Province,Y,0.0,16.15,0.092,0.062,,,0.092,,,,,,,0.82,0.1334325
2334,SC,2010-07-28,St. Helena Sound,Southeast,Carolinian Province,Y,0.018,17.52,0.047,0.078,,,0.029,,,,,,,0.7,0.14606875
2335,SC,2010-07-27,St. Helena Sound,Southeast,Carolinian Province,Y,0.009,9.57,0.034,0.045,,,0.025,,,,,,,0.81625,0.17148625
2336,SC,2010-07-13,Stono River,Southeast,Carolinian Province,Y,0.041,9.1,0.053,0.031,,,0.012,,,,,,,0.6425,0.1726375
2337,SC,2010-07-21,St. Helena Sound,Southeast,Carolinian Province,Y,0.023,13.6,0.049,0.058,,,0.026,,,,,,,0.65625,0.1113175
2338,SC,2010-07-28,JOHNSON CREEK,Southeast,Carolinian Province,Y,0.021,15.61,0.051,0.056,,,0.03,,,,,,,0.62,0.13684125
16475,NH,2010-06-24,Great Bay,Northeast,Acadian Province,Y,0.0,4.77,0.01,0.015,,,0.005,0.0,,,,,,0.295,0.05
16488,NH,2010-06-22,Great Bay,Northeast,Acadian Province,Y,0.015,21.67,0.18,0.02,,,0.165,0.015,,,,,,1.055,0.095
16522,MI,2010-05-26,Lake Huron,Great Lakes,Great Lakes Province,Y,0.003,0.46,0.217,0.0,,,0.214,,,,,,,0.3325,0.0
16523,MI,2010-05-26,Lake Huron,Great Lakes,Great Lakes Province,Y,0.011,0.66,0.236,0.003,,,0.225,,,,,,,0.3625,0.0
16524,MI,2010-05-22,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.002,0.84,0.345,0.006,,,0.343,,,,,,,0.478125,0.0
16525,MI,2010-05-26,Lake Huron,Great Lakes,Great Lakes Province,Y,0.004,5.04,0.805,0.0,,,0.801,,,,,,,1.369,0.016185
16526,MI,2010-05-22,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.002,1.22,0.382,0.008,,,0.38,,,,,,,0.520625,0.0
16527,MI,2010-05-21,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,2.94,0.521,0.007,,,0.518,,,,,,,0.671875,0.00335
16567,MI,2010-05-25,Lake Huron,Great Lakes,Great Lakes Province,Y,0.017,0.44,0.252,0.0,,,0.235,,,,,,,0.455,0.0
16568,MI,2010-05-26,Lake Huron,Great Lakes,Great Lakes Province,Y,0.008,0.56,0.29,0.004,,,0.282,,,,,,,0.47875,0.004044
16569,MI,2010-05-27,Lake Huron,Great Lakes,Great Lakes Province,Y,0.005,0.48688,0.189,0.0,,,0.184,,,,,,,0.28375,0.0
16570,MI,2010-05-27,Lake Huron,Great Lakes,Great Lakes Province,Y,0.001,0.47,0.251,0.0,,,0.25,,,,,,,0.36375,0.0
16617,MI,2010-06-10,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,0.85,0.348,0.005,,,0.347,,,,,,,0.37125,0.005065
16618,MI,2010-06-07,Lake Superior,Great Lakes,Great Lakes Province,Y,0.002,0.83,0.351,0.005,,,0.349,,,,,,,0.36,0.00575125
16619,MI,2010-06-23,Lake Superior,Great Lakes,Great Lakes Province,Y,0.001,0.64,0.337,0.009,,,0.336,,,,,,,0.388125,0.0
16620,NY,2010-07-07,Lake Erie,Great Lakes,Great Lakes Province,Y,0.001,6.37,0.145,0.003,,,0.144,,,,,,,0.41,0.00705875
16621,NY,2010-07-09,Lake Erie,Great Lakes,Great Lakes Province,Y,0.007,17.69,0.147,0.003,,,0.14,,,,,,,0.41125,0.0076275
16622,MI,2010-06-18,Lake Erie,Great Lakes,Great Lakes Province,Y,0.036,8.02,0.474,0.011,,,0.438,,,,,,,0.71125,0.04071625
16623,OH,2010-06-28,Lake Erie,Great Lakes,Great Lakes Province,Y,0.007,144.63,2.562,0.008,,,2.555,,,,,,,4.025,0.19339875
16624,MI,2010-06-15,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.005,1.31,0.262,0.005,,,0.257,,,,,,,0.36125,0.00253125
16625,MI,2010-06-22,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.012,0.4,0.263,0.007,,,0.251,,,,,,,0.339375,0.0
16626,MI,2010-06-20,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.004,1.1,0.216,0.007,,,0.212,,,,,,,0.3675,0.0
16627,MI,2010-06-19,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.003,0.56,0.267,0.007,,,0.264,,,,,,,0.36625,0.0
16644,NC,2010-06-14,Corrituck Sound,Southeast,Carolinian Province,Y,0.005,32.67,0.005,0.006,,,0.0,,,,,,,0.995,0.0550625
16645,NC,2010-06-15,Batchelor Bay,Southeast,Carolinian Province,Y,0.005,7.68,0.014,0.017,,,0.009,,,,,,,0.39,0.042959
16646,NC,2010-06-08,Pamlico River,Southeast,Carolinian Province,Y,0.003,16.78,0.015,0.014,,,0.012,,,,,,,0.64875,0.04773625
16647,NC,2010-06-07,Pamlico River,Southeast,Carolinian Province,Y,0.003,13.8,0.014,0.014,,,0.011,,,,,,,0.63875,0.04081625
16648,NC,2010-06-15,Albermarle Sound,Southeast,Carolinian Province,Y,0.003,11.14,0.003,0.013,,,0.0,,,,,,,0.42875,0.03963625
16649,NC,2010-06-02,Rose Bay,Southeast,Carolinian Province,Y,0.004,8.96,0.015,0.007,,,0.011,,,,,,,0.54125,0.04322125
16650,FL,2010-06-09,Sarasota Bay,Gulf,West Indian Province,Y,0.002,7.15,0.041,0.004,,,0.039,,,,,,,0.43,0.03129125
16651,FL,2010-06-08,St. Joseph Sound,Gulf,West Indian Province,Y,0.003,9.38,0.041,0.008,,,0.038,,,,,,,0.4775,0.02232375
16652,FL,2010-06-10,Tampa Bay,Gulf,West Indian Province,Y,0.001,2.77,0.035,0.046,,,0.034,,,,,,,0.28,0.051395
16653,FL,2010-06-09,Manatee River,Gulf,West Indian Province,Y,0.003,8.15,0.036,0.096,,,0.033,,,,,,,0.4475,0.13118375
16654,FL,2010-06-10,Tampa Bay,Gulf,West Indian Province,Y,0.001,1.45,0.04,0.023,,,0.039,,,,,,,0.21875,0.0295125
16655,MI,2010-06-21,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.006,1.91,0.2,0.006,,,0.194,,,,,,,0.395,0.0
16656,MI,2010-06-22,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.009,0.39,0.27,0.007,,,0.261,,,,,,,0.339375,0.0
16657,MI,2010-06-14,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.013,1.6,0.278,0.008,,,0.265,,,,,,,0.4,0.00862125
16658,MI,2010-06-18,Lake Michigan,Great Lakes,Great Lakes Province,Y,0.008,0.84,0.271,0.007,,,0.263,,,,,,,0.3975,0.0
16668,MI,2010-06-01,Lake Huron,Great Lakes,Great Lakes Province,Y,0.004,0.63,0.213,0.0,,,0.209,,,,,,,0.295,0.0
16669,MI,2010-06-01,Lake Huron,Great Lakes,Great Lakes Province,Y,0.0,1.15,0.222,0.0,,,0.222,,,,,,,0.31125,0.0
